sample_prompt,seed,layer,type,shape,params,mode,w_bits,a_bits,baseline_ms,layer_ms,peak_mem_MB,mse,mae,max_abs,cos
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W4A16,4,,3160.62,2653.37,,0.3385753632,0.382874012,9.0336847305,0.8377437485
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,3160.62,2662.61,,0.3485873938,0.3881718516,8.9728717804,0.8328648149
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,3160.62,2665.58,,0.0003882471,0.0127402134,0.2642275989,0.9998052245
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,3160.62,2627.2,,0.0007898958,0.0158447586,0.4932746887,0.999597094
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,3160.62,2632.88,,0.0858244225,0.151006192,2.8342261314,0.9556214976
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.0.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,3160.62,2644.8,,0.0926191211,0.1602481455,2.8523175716,0.9521052263
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,3160.62,2675.8,,6.6851e-06,0.0015530899,0.0444731712,0.9999966085
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,3160.62,2649.83,,4.33004e-05,0.0035343794,0.1396570206,0.9999781417
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,3160.62,2661.21,,0.0025489102,0.0282722898,0.9139275551,0.9986995891
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv1,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,3160.62,2666.29,,0.002735245,0.0292533319,0.9366402626,0.9986042902
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W8A16,8,,3160.62,2635.15,,1.19724e-05,0.0019781934,0.050103575,0.9999939003
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W8A8,8,8.0,3160.62,2666.78,,9.5744e-05,0.0051778257,0.1535339355,0.9999511751
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A16,4,,3160.62,2629.99,,0.0071591702,0.0502483696,1.4727830887,0.9963805427
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.time_emb_proj,Linear,"(320, 1280)",409920,W4A8,4,8.0,3160.62,2663.52,,0.0071735359,0.0503516532,1.4545521736,0.9963755825
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,3160.62,2679.09,,0.000191398,0.0072775236,0.2223027647,0.9999027113
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,3160.62,2642.5,,0.0014079689,0.0190748274,0.616627574,0.9992825828
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,3160.62,2642.73,,0.130140841,0.2324477285,3.8806619644,0.9322691339
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.resnets.1.conv2,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,3160.62,2664.37,,0.1340955943,0.2372949421,3.6984496117,0.930193695
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W8A16,8,,3160.62,2675.36,,1.33693e-05,0.0021188436,0.0621056557,0.9999931838
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W8A8,8,8.0,3160.62,2677.68,,0.0012878074,0.0201777965,0.553832829,0.9993479446
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W4A16,4,,3160.62,2655.34,,0.032812722,0.0882938355,5.1000499725,0.9831857811
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.0.downsamplers.0.conv,Conv2d,"(320, 320, 3, 3)",921920,W4A8,4,8.0,3160.62,2670.73,,0.0341223963,0.0907670483,5.0629491806,0.9825038759
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,3160.62,2668.29,,6.73326e-05,0.0043879556,0.1193012595,0.9999657431
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,3160.62,2670.3,,4.07691e-05,0.0034881788,0.1178939342,0.99997921
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,3160.62,2651.29,,0.0006165383,0.0112533141,0.7009568214,0.9996855369
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,3160.62,2676.13,,0.0009494951,0.0122102853,0.9368572235,0.999515667
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2672.42,,2.6565e-06,0.0008475912,0.0233325958,0.9999986457
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2670.31,,1.96089e-05,0.002352522,0.0671190172,0.9999900158
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2682.98,,0.0002742012,0.0085820183,0.2605628967,0.99986179
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2633.98,,0.0003384207,0.0097817117,0.2623898983,0.9998292491
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2647.81,,1.05029e-05,0.0015717031,0.05835554,0.9999946479
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2669.78,,2.0797e-06,0.0007570257,0.0251278877,0.9999989473
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2682.03,,0.0029087996,0.0308764279,0.6124680042,0.9985154913
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2671.95,,0.0027793753,0.0302772485,0.6198120117,0.9985816043
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2651.06,,0.0001080844,0.0054868441,0.1527050436,0.9999449638
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2702.29,,6.22173e-05,0.0040870826,0.1223349571,0.9999683243
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2668.71,,0.0022884286,0.0310790464,0.6945405006,0.9988331721
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2674.6,,0.0023068187,0.0312014725,0.7008724213,0.9988240957
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A16,8,,3160.62,2675.45,,1.8315e-06,0.0006294505,0.0336909294,0.9999990773
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,3160.62,2655.99,,4.20806e-05,0.0029849177,0.1311273277,0.9999785399
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A16,4,,3160.62,2667.83,,0.0054107578,0.0397541933,1.3044704199,0.9972665598
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,3160.62,2704.35,,0.0053006574,0.0394418314,1.2826905251,0.9973212381
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2725.72,,4.3684e-06,0.0010770459,0.0355074406,0.9999977764
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2749.5,,9.516e-06,0.0015215497,0.0549940765,0.9999951572
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2715.45,,0.0135973487,0.0585467666,1.4654117823,0.9930461808
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2694.69,,0.0156026408,0.0616045669,1.720854044,0.9920207138
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A16,8,,3160.62,2738.6,,6.83595e-05,0.0045069265,0.1254725307,0.9999652398
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A8,8,8.0,3160.62,2751.46,,5.9309e-06,0.00154239,0.0381360054,0.9999969832
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A16,4,,3160.62,2692.81,,0.0079839854,0.049954325,1.5526189804,0.9959507509
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A8,4,8.0,3160.62,2684.42,,0.0069715967,0.0464138947,1.4415249825,0.996462061
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A16,8,,3160.62,2711.11,,0.0003254822,0.0099684745,0.2717664838,0.9998350208
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A8,8,8.0,3160.62,2724.16,,0.0001924136,0.0070699058,0.2934780121,0.9999019349
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A16,4,,3160.62,2703.99,,0.0032703781,0.0412396118,0.5378609896,0.998398016
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A8,4,8.0,3160.62,2671.1,,0.0026840067,0.0365990102,0.521315217,0.9986772144
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A16,8,,3160.62,2700.85,,0.000620231,0.0138747888,0.3483686745,0.9996845071
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,3160.62,2721.66,,0.0004734092,0.0120336134,0.3023993969,0.9997591452
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A16,4,,3160.62,2666.4,,0.0121207032,0.0585282184,2.9642837048,0.9938770321
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,3160.62,2687.08,,0.012087713,0.0589458719,2.9092693329,0.9938937569
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A16,8,,3160.62,2687.24,,3.87879e-05,0.0036474173,0.0740731061,0.9999802233
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A8,8,8.0,3160.62,2712.03,,1.43066e-05,0.0022633066,0.0504474789,0.9999927497
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A16,4,,3160.62,2699.0,,0.012854944,0.0730726346,1.6121077538,0.9936140435
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A8,4,8.0,3160.62,2731.12,,0.0134161571,0.0744946301,1.6647567749,0.9933315766
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A16,8,,3160.62,2737.78,,7.5824e-06,0.0013448257,0.0614743233,0.9999961334
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A8,8,8.0,3160.62,2727.27,,0.000247314,0.0088312486,0.3921689987,0.9998739391
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A16,4,,3160.62,2681.65,,0.0035351343,0.0314213745,1.2825398445,0.9981995297
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A8,4,8.0,3160.62,2697.8,,0.0031262562,0.0308932234,1.0924487114,0.9984057145
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,3160.62,2693.99,,7.1962e-06,0.0016329139,0.0361838341,0.9999963918
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,3160.62,2673.62,,2.14068e-05,0.0024084633,0.1004896164,0.9999891291
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,3160.62,2674.55,,0.0018374313,0.0242066123,0.5456359386,0.9990638448
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,3160.62,2683.75,,0.001911402,0.0243122093,0.5575709343,0.9990262766
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A16,8,,3160.62,2669.11,,6.27576e-05,0.0042452011,0.1172997952,0.9999681403
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,3160.62,2667.97,,0.0003147117,0.0098279128,0.2358330339,0.9998394974
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A16,4,,3160.62,2711.0,,0.0037042098,0.0338745192,0.9213370085,0.9981199035
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,3160.62,2740.9,,0.0045125131,0.0365762636,1.1033290625,0.9977143523
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2698.06,,1.1863e-06,0.0006142299,0.0134408474,0.9999993963
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2665.65,,3.4983e-06,0.0009959053,0.0262165666,0.9999982247
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2693.81,,5.83937e-05,0.0048294053,0.0810904503,0.9999702494
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2679.57,,4.69409e-05,0.0044894116,0.0729470253,0.9999761233
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2694.14,,7.43e-06,0.0014353449,0.0436220765,0.999996225
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2692.21,,6.1389e-06,0.001332428,0.0383066237,0.9999968756
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2691.14,,0.0009202794,0.0162675194,0.5468478203,0.9995314043
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2683.37,,0.0009116248,0.0161779858,0.5481972694,0.9995358033
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2679.08,,5.05642e-05,0.0037246321,0.1124069989,0.999974246
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,3160.62,2668.83,,8.6344e-05,0.0048803603,0.1474398077,0.9999560258
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A16,4,,3160.62,2679.27,,0.0019267341,0.0246462747,0.6324135065,0.9990190441
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,3160.62,2656.3,,0.0018732701,0.0243173931,0.6151003838,0.9990460633
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A16,8,,3160.62,2670.28,,1.26918e-05,0.0023564093,0.0575866699,0.9999935787
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,3160.62,2677.67,,8.8658e-05,0.0054718778,0.1222639233,0.9999551889
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A16,4,,3160.62,2699.7,,0.0216238741,0.0724981278,4.0754523277,0.9889946172
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,3160.62,2714.53,,0.0211568009,0.0720381662,3.9536108971,0.9892289459
a crisp portrait of a golden retriever in studio lighting,123,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A16,8,,3160.62,2709.05,,2.491e-07,0.0002454149,0.0094843805,0.9999998734
